Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Zamzam Seven Spices - 70 gram,Zamzam,27.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8b/hc5/32361896869918/547101_main.jpg_200Wx200H,Zamzam Seven Spices - 70 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h39/he8/32361897197598/547101_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/zamzam-seven-spices-70g/p/547101,547101,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Dayma Paprika Milled - 40 gram,,30.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/h18/34030283718686/591208_main.jpg_200Wx200H,Dayma Paprika Milled - 40 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hae/h11/34030283948062/591208_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/dayma-paprika-milled-40g/p/591208,591208,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Al Asari Dust Tea 40G,,9.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/h28/51860378222622/200Wx200H_609122_main.jpg,Al Asari Dust Tea 40G,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/h2c/51860378353694/1700Wx1700H_609122_main.jpg,https://www.carrefouregypt.com/mafegy/en/black-loose/al-asari-dust-tea-40g/p/609122,609122,,Carrefour,,Beverages,Tea,,
Fun Fruit Coconut Chocolate - 12 Pieces,,144,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h0a/49406497685534/200Wx200H_570843_main.jpg,Fun Fruit Coconut Chocolate - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hec/h04/49406497816606/1700Wx1700H_570843_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolates/fun-fruit-coconut-choco-12p-12/p/570843,570843,Pack of 12,Carrefour,Egypt,Food Cupboard,Chocolate & Candy,"Its rich and delicious taste and gooey centre are sure to leave you asking for more.
Bounty is a perfect solution for your sweet tooth and can be enjoyed whenever a sweet craving strikes.","These pack of delicious combination of classic coconut and chocolate for an irresistible treat.
It has a thick chocolate layer on the outside that melts in the mouth, uncovering the smooth, creamy flavour of rich coconut.
Its rich and delicious taste and gooey centre are sure to leave you asking for more.
Bounty is a perfect solution for your sweet tooth and can be enjoyed whenever a sweet craving strikes."
Abu Auf Pretzels - Ketchup - 55gm,Abu auf,7.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/hd6/49654376300574/200Wx200H_613592_main.jpg,Abu Auf Pretzels - Ketchup - 55gm,https://cdnprod.mafretailproxy.com/sys-master-root/h15/hde/49654376562718/1700Wx1700H_613592_main.jpg,https://www.carrefouregypt.com/mafegy/en/chips/abu-auf-pretzels-ketchup-55g/p/613592,613592,,Carrefour,,Food Cupboard,"Chips, Dips & Snacks",,
Abu Ali Dried Garlic Powder - 200 gram,Abu ali,86.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/h30/14952277082142/283421_main.jpg_200Wx200H,Abu Ali Dried Garlic Powder - 200 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h2a/14952277213214/283421_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-ali-dried-garlic-200g/p/283421,283421,200g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"It's used to season meat and veggies, and proves a welcome addition in snacks like popcorn and roasted nuts.
Garlic powder can even be used to get brighter flavors in low-sodium dishes","Garlic powder is a popular ingredient in spice blends and dry rubs.
It's used to season meat and veggies, and proves a welcome addition in snacks like popcorn and roasted nuts.
Garlic powder can even be used to get brighter flavors in low-sodium dishes"
Imtenan Organic  Ginger - 70 gram,Imtenan,55.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h81/hb1/27008563347486/435253_main.jpg_200Wx200H,Imtenan Organic  Ginger - 70 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hc2/had/27008563478558/435253_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/imtenan-ginger-70gm/p/435253,435253,70g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"In Indian cuisine, it is the taste, scent, shade of the spices used, that plays an important role in most dishes.
Combine this ginger powder with cardamom, cinnamon, fennel, and cloves to make a tea masala that is brewed along with tea to get a strong flavor.","The Imtenan ginger powder is used in making spices and masalas, which are further used in gravies, curries, marinades, stews, etc.
It is a fine whitish powder with a strong zest and smell.
In Indian cuisine, it is the taste, scent, shade of the spices used, that plays an important role in most dishes.
Combine this ginger powder with cardamom, cinnamon, fennel, and cloves to make a tea masala that is brewed along with tea to get a strong flavor."
Hajarafa Protein Bar Cookies - 65gm,,40.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/hff/46169298763806/200Wx200H_602092_main.jpg,Hajarafa Protein Bar Cookies - 65gm,https://cdnprod.mafretailproxy.com/sys-master-root/h62/hae/46169299025950/1700Wx1700H_602092_main.jpg,https://www.carrefouregypt.com/mafegy/en/protein-bars/hajarafa-protein-bar-cookies-65g/p/602092,602092,,Carrefour,,Food Cupboard,Breakfast Cereals & Bars,,
Haj Arafa Energy Honey - 500gm,,269.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbe/ha0/49716812611614/200Wx200H_613876_main.jpg,Haj Arafa Energy Honey - 500gm,https://cdnprod.mafretailproxy.com/sys-master-root/h40/h99/49716812873758/1700Wx1700H_613876_main.jpg,https://www.carrefouregypt.com/mafegy/en/loose-honey/haj-arafa-energy-honey-500g/p/613876,613876,,Carrefour,,Food Cupboard,"Jams, Honey & Spreads",,
Abu Auf Pretzels - Cheese - 55gm,Abu auf,7.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h4d/49654378594334/200Wx200H_613586_main.jpg,Abu Auf Pretzels - Cheese - 55gm,https://cdnprod.mafretailproxy.com/sys-master-root/h2c/h44/49654378856478/1700Wx1700H_613586_main.jpg,https://www.carrefouregypt.com/mafegy/en/chips/abu-auf-pretzels-cheese-55g/p/613586,613586,,Carrefour,,,,,
Dayma Turmeric Ground - 45 gram,,26.3,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5b/h7f/34030282801182/591215_main.jpg_200Wx200H,Dayma Turmeric Ground - 45 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h31/h30/34030283063326/591215_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/dayma-turmirc-ground-45g/p/591215,591215,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Hohos Mix Chocolate Cake,Molto,7,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hc5/50538061692958/200Wx200H_617873_main.jpg,Hohos Mix Chocolate Cake,https://cdnprod.mafretailproxy.com/sys-master-root/h22/hcf/50538061955102/1700Wx1700H_617873_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/hohos-mix-bigger-1p/p/617873,617873,,Carrefour,,Food Cupboard,"Biscuits, Crackers & Cakes",,
Dayma Ginger Milled - 30 gram,,23.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/h22/34030283489310/591214_main.jpg_200Wx200H,Dayma Ginger Milled - 30 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h2b/h1c/34030283620382/591214_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/dayma-ginger-milled-30g/p/591214,591214,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Daria Foul with Hot sauce - 400 Gram,Daria,16.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h51/h46/29791114297374/579159_main.jpg_200Wx200H,Daria Foul with Hot sauce - 400 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/h61/h4c/29791114428446/579159_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/foul-medamas-broad-beans/daria-foul-hot-400g/p/579159,579159,,Carrefour,,Food Cupboard,"Tins, Jars & Packets",,
Abu Ali Cinnamon - 70 gram,Abu ali,64.3,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/h12/14952277901342/283412_main.jpg_200Wx200H,Abu Ali Cinnamon - 70 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h73/h38/14952278032414/283412_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-ali-cinnamon-70g/p/283412,283412,70g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"The spice, consisting of the dried inner bark, is brown in colour and has a delicately fragrant aroma and a warm sweet flavour.","Cinnamon, (Cinnamomum verum), also called Ceylon cinnamon, bushy evergreen tree of the laurel family (Lauraceae) and the spice derived from its bark.
The spice, consisting of the dried inner bark, is brown in colour and has a delicately fragrant aroma and a warm sweet flavour."
Imtenan Honey Pistachio 250 g,Imtenan,244.8,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/h77/10066531876894/262303_main.jpg_200Wx200H,Imtenan Honey Pistachio 250 g,https://cdnprod.mafretailproxy.com/sys-master-root/h69/hc5/10066532007966/262303_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/loose-honey/imtenan-honey-pistachio-250g/p/262303,262303,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","It is an-essential for our healthy life.
Honey functions like an excellent antioxidant.
That brings about reduction of the wrinkles, blemishes etc signs of aging.
Hygienically packed in facility meeting food safety standards.","Imtenan Pistachio Honey contains a mix of nectars from a coffee flower, water apple, jamun, Star fruit and jackfruit.
Honey is known to improve immunity and has antioxidants that assist fight cancer.
It is also known to help fight general ailments that we suffer from cold, cough and fever.
It is an-essential for our healthy life.
Honey functions like an excellent antioxidant.
That brings about reduction of the wrinkles, blemishes etc signs of aging.
Hygienically packed in facility meeting food safety standards."
Haj Arafa Citrus Honey - 500 gram,,114.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb4/h23/50080132530206/200Wx200H_611912_main.jpg,Haj Arafa Citrus Honey - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h32/h2b/50080132792350/1700Wx1700H_611912_main.jpg,https://www.carrefouregypt.com/mafegy/en/flavoured-honey/hajarafa-citrus-honey-500g/p/611912,611912,,Carrefour,,Food Cupboard,"Jams, Honey & Spreads",,
Imtenan Wild Peppermint Flavour Herbal Tea Bags - 16 Count,Imtenan,22.7,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbe/h13/14499753394206/552666_main.jpg_200Wx200H,Imtenan Wild Peppermint Flavour Herbal Tea Bags - 16 Count,https://cdnprod.mafretailproxy.com/sys-master-root/h8c/h1d/14499753656350/552666_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/infusions-herbal/imtenan-pepper-herbal-drink-16tb/p/552666,552666,16 Pieces,Carrefour,Egypt,Beverages,Tea,"Enjoy this soothing herbal tea rich in menthol and soothing aromatic oils.
British Herb Reference incorporated the use of mint leaves to treat poor digestion, bloating, colic and biliary system problems.","100% Organic Peppermint Leaves from Imtenan.
Enjoy this soothing herbal tea rich in menthol and soothing aromatic oils.
British Herb Reference incorporated the use of mint leaves to treat poor digestion, bloating, colic and biliary system problems."
Imtenan Fish Spices - 100 Gram,Imtenan,55.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hb3/14953386246174/551689_main.jpg_200Wx200H,Imtenan Fish Spices - 100 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/hda/hac/14953386410014/551689_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/imtenan-fish-spices-100gm/p/551689,551689,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"An extraordinary mix of spices is used mostly in Indian cuisine.
It is slightly spicy and has an earthy flavour to it.
This masala pairs perfectly with any fish making it delightful.
It is hygienically packed and flavourful.","Imtenan Fish Spices is a mix of aromatic and flavourful spices.
Our fish masala adds a unique flavour to your dishes.
This fish masala powder can be used for both fry and curry.
It consists of cumin, coriander, fennel and turmeric a unique blend of spice.
An extraordinary mix of spices is used mostly in Indian cuisine.
It is slightly spicy and has an earthy flavour to it.
This masala pairs perfectly with any fish making it delightful.
It is hygienically packed and flavourful."
Abu Ali Tikka Spices - 40 gram,Abu ali,17.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h82/ha8/14952271151134/108222_main.jpg_200Wx200H,Abu Ali Tikka Spices - 40 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hc3/ha4/14952271282206/108222_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-ali-tikka-40g/p/108222,108222,40g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Cinnamon is the dominant flavour, with nutmeg and allspice.
It is often used in baking, or to complement fruits or other sweet foods.","Mixed spice, also called pudding spice, is a British blend of sweet spices, similar to the pumpkin pie spice used in the United States.
Cinnamon is the dominant flavour, with nutmeg and allspice.
It is often used in baking, or to complement fruits or other sweet foods."
Haj Arafa Green Thyme - 150gm,,38.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h95/hc4/50311407829022/200Wx200H_613880_main.jpg,Haj Arafa Green Thyme - 150gm,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/h76/50311408025630/1700Wx1700H_613880_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/haj-arafa-green-thyme-150g/p/613880,613880,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Abu Auf Marjoram Honey - 500 gram,Abu auf,62.2,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h73/h08/14854074204190/482360_main.jpg_200Wx200H,Abu Auf Marjoram Honey - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h32/h0c/14854074335262/482360_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/natural-honey/abu-auf-marjoram-honey-500g/p/482360,482360,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Abu Auf honey’s unique mild taste and aroma acts alone as a relaxing remedy, especially when added to the herbal and green teas from Abu Auf natural collection.","The organic marjoram honey is characterized by its unique natural taste and rich flavour produced from the finest flowers of sweet marjoram, Abu Auf honey’s unique mild taste and aroma acts alone as a relaxing remedy, especially when added to the herbal and green teas from Abu Auf natural collection."
Tahbisha Natural and Milled Table Salt With Cumin - 100 gram,Ta7Bisha,25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h89/h2a/14952383381534/473426_main.jpg_200Wx200H,Tahbisha Natural and Milled Table Salt With Cumin - 100 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h98/h30/14952383512606/473426_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/gourmet-spices-condiments/tahbisha-salt-cumin-100g/p/473426,473426,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Made from the finest ingredients to give you a rich flavour and perfect ally to make wholesome yet yummy food.
Filled with goodness that satisfies your taste buds.
The purpose of adding salt to make food taste salty it is to enhance the flavors of the ingredients.
As has been noted by a number of famous cooks, salt makes food taste more like itself.
Getting the right salt with cumin into cooked food is what makes the food yummy, which is what seasoning is all about.","Tahbisha natural and milled table salt with cumin is add a generous splash of stokes to spice up any recipe.
Made from the finest ingredients to give you a rich flavour and perfect ally to make wholesome yet yummy food.
Filled with goodness that satisfies your taste buds.
The purpose of adding salt to make food taste salty it is to enhance the flavors of the ingredients.
As has been noted by a number of famous cooks, salt makes food taste more like itself.
Getting the right salt with cumin into cooked food is what makes the food yummy, which is what seasoning is all about."
Shahd Sunflower Oil - 800ml,,60.2,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he3/h94/49441352548382/200Wx200H_611056_main.jpg,Shahd Sunflower Oil - 800ml,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/h9e/49441352810526/1700Wx1700H_611056_main.jpg,https://www.carrefouregypt.com/mafegy/en/sunflower-oil/shahd-sunflower-oil-800-m/p/611056,611056,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Dayma Black Pepper Grinder - 50 gram,,52.3,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h78/h8f/51756410798110/200Wx200H_591206_main.jpg,Dayma Black Pepper Grinder - 50 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h69/h89/51756410929182/1700Wx1700H_591206_main.jpg,https://www.carrefouregypt.com/mafegy/en/gourmet-spices-condiments/dayma-grinder-black-pepper-50g/p/591206,591206,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Mimix Butter Cream Bonbon - 20 gram - Pack of 12,Mimix,60.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfd/hab/49986563932190/200Wx200H_350909_main.jpg,Mimix Butter Cream Bonbon - 20 gram - Pack of 12,https://cdnprod.mafretailproxy.com/sys-master-root/h68/hf7/49986564063262/1700Wx1700H_350909_main.jpg,https://www.carrefouregypt.com/mafegy/en/candy-assortment/mimix-candies-butter-cream-20g-12/p/350909,350909,36g x Pack of 12,Carrefour,Egypt,Food Cupboard,Chocolate & Candy,"Perfect that can be enjoyed anytime.
Made with carefully curated ingredients for the best taste in every bite.
Full of goodness that satisfies your taste buds.","Made with real buttermilk to give you a rich and creamy experience, these hard candies are a favorite of dads and grandparents everywhere.
Protein and fiber and serves as a rich source of energy.
Perfect that can be enjoyed anytime.
Made with carefully curated ingredients for the best taste in every bite.
Full of goodness that satisfies your taste buds."
Mimix Toffee with Cherry - 8 Toffees,Mimix,5.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7b/h83/49986565865502/200Wx200H_535268_main.jpg,Mimix Toffee with Cherry - 8 Toffees,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h7f/49986565996574/1700Wx1700H_535268_main.jpg,https://www.carrefouregypt.com/mafegy/en/fruit-flavored-candy/mimix-frulla-toffee-cherry-8p/p/535268,535268,8 Pieces,Carrefour,Egypt,Food Cupboard,Chocolate & Candy,"Fruit toffee will give you pleasure.
The delicious taste of cherries mesmerizes your taste-buds so you can't resist a smile.","Cherry flavored toffee with real fruit juices and purees, no artificial colors, cholesterol-free and 0g trans fat.
Fruit toffee.
Fruit toffee will give you pleasure.
The delicious taste of cherries mesmerizes your taste-buds so you can't resist a smile."
Abu Auf Pretzels Sea Salt - 30gm,Abu auf,4.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3b/h17/51466977280030/200Wx200H_613583_main.jpg,Abu Auf Pretzels Sea Salt - 30gm,https://cdnprod.mafretailproxy.com/sys-master-root/h2c/h11/51466977411102/1700Wx1700H_613583_main.jpg,https://www.carrefouregypt.com/mafegy/en/chips/abu-auf-pretzels-sea-salt-30g/p/613583,613583,,Carrefour,,Food Cupboard,"Chips, Dips & Snacks",,
Abu Ali Tandoori Spices Mix - 140 gram,Abu ali,71.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h68/h1d/14952260108318/410635_main.jpg_200Wx200H,Abu Ali Tandoori Spices Mix - 140 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h38/h24/14952260304926/410635_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-ali-tandori-spices-140g/p/410635,410635,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Make your favourite Tandoori dishes super tasteful with this mix.
An ideal addition to your pantry essentials made from the choicest ingredients for a natural and lip-smacking taste.
Perfect to add to your favourite recipes and enhance their flavour.","A flavour profile which elevates the taste of your food, We have especially worked with Homecooks and also chefs and curated a spice mix which will take your taste buds for a wonderful journey through sweet, sour, spicy and umami.
Make your favourite Tandoori dishes super tasteful with this mix.
An ideal addition to your pantry essentials made from the choicest ingredients for a natural and lip-smacking taste.
Perfect to add to your favourite recipes and enhance their flavour."
Haj Arafa Honey With Nuts - 500gm,,194.3,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/heb/h95/49716809334814/200Wx200H_613878_main.jpg,Haj Arafa Honey With Nuts - 500gm,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/h8e/49716809596958/1700Wx1700H_613878_main.jpg,https://www.carrefouregypt.com/mafegy/en/loose-honey/haj-arafa-honey-with-nuts-500g/p/613878,613878,,Carrefour,,Food Cupboard,"Jams, Honey & Spreads",,
Dayma Himalayan Pink Salt - 110 gram,,65.8,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hfd/34030477377566/594618_main.jpg_200Wx200H,Dayma Himalayan Pink Salt - 110 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h1c/hf0/34030477738014/594618_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/salt/dayma-himalayan-pink-salt-110g/p/594618,594618,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Haj Arafa Hony With Wax - 500gm,,118.3,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/heb/49716811300894/200Wx200H_613879_main.jpg,Haj Arafa Hony With Wax - 500gm,https://cdnprod.mafretailproxy.com/sys-master-root/h99/hf2/49716811563038/1700Wx1700H_613879_main.jpg,https://www.carrefouregypt.com/mafegy/en/honey-comb/haj-arafa-hony-with-wax-500g/p/613879,613879,,Carrefour,,Food Cupboard,"Jams, Honey & Spreads",,
Zamzam Cinnamon - 65gm,Zamzam,18.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/hfa/46472948613150/200Wx200H_547107_main.jpg,Zamzam Cinnamon - 65gm,https://cdnprod.mafretailproxy.com/sys-master-root/h73/hf3/46472948875294/1700Wx1700H_547107_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/zamzam-cinnamon-65g/p/547107,547107,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Abu Auf Honey Nigella Sativa - 250 Gram,Abu auf,33.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h76/27008516128798/485779_main.jpg_200Wx200H,Abu Auf Honey Nigella Sativa - 250 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/hcc/h79/27008516259870/485779_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/natural-honey/abu-auf-honey-nigella-sativa-250g/p/485779,485779,250g,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","It is best to be taken first thing in the morning , or it could be added to your herbal and green teas from Abu Auf’s natural collection.","Abu Auf honey is one of the finest and purest types.
It is characterized by its unique natural taste and rich flavor.
This is a power booster, excellent honey combined with seeds and ginger.
This is more like a paste, not runny.
It is best to be taken first thing in the morning , or it could be added to your herbal and green teas from Abu Auf’s natural collection."
Hajarafa Sahlab Lite - 300gm,,45.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/h7b/46169373868062/200Wx200H_602095_main.jpg,Hajarafa Sahlab Lite - 300gm,https://cdnprod.mafretailproxy.com/sys-master-root/h24/hcd/46169374130206/1700Wx1700H_602095_main.jpg,https://www.carrefouregypt.com/mafegy/en/nourishing-healthy-instant/hajarafa-sahlab-lite-300g/p/602095,602095,,Carrefour,,Beverages,Powdered Drinks,,
Abu Ali Thyme - 60 gram,Abu ali,36.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3a/h35/14952273444894/283409_main.jpg_200Wx200H,Abu Ali Thyme - 60 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hf9/h38/14952273575966/283409_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-ali-thyme-60g/p/283409,283409,60g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"It also might help relieve coughing and have antioxidant effects.
People commonly use thyme for cough, patchy hair loss (alopecia areata), dementia, and many other conditions, but there is no good scientific evidence to support these uses.","The dried thyme can enhance the taste of a variety of food.
Thyme contains chemicals that might help bacterial and fungal infections.
It also might help relieve coughing and have antioxidant effects.
People commonly use thyme for cough, patchy hair loss (alopecia areata), dementia, and many other conditions, but there is no good scientific evidence to support these uses."
Tahbisha Natural and Milled Table Salt With Pepper - 100 gram,Ta7Bisha,25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3e/hf8/14952393768990/473425_main.jpg_200Wx200H,Tahbisha Natural and Milled Table Salt With Pepper - 100 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h1c/hf2/14952393900062/473425_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/gourmet-spices-condiments/tahbisha-salt-peper-100g/p/473425,473425,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Black pepper can be used with any type of cuisine.
Filled with goodness that satisfies your taste buds.
The purpose of adding salt to make food taste salty it is to enhance the flavors of the ingredients.
As has been noted by a number of famous cooks, salt makes food taste more like itself.
Getting the right salt with pepper into cooked food is what makes the food yummy, which is what seasoning is all about.","Tahbisha natural and milled table salt with pepper it is helps to improve your stomach's ability to digest foods and promotes intestinal health.
It discourages intestinal gas from forming, and as a bonus, the outer layer of the peppercorn aids in the break-down of fat cells.
Black pepper can be used with any type of cuisine.
Filled with goodness that satisfies your taste buds.
The purpose of adding salt to make food taste salty it is to enhance the flavors of the ingredients.
As has been noted by a number of famous cooks, salt makes food taste more like itself.
Getting the right salt with pepper into cooked food is what makes the food yummy, which is what seasoning is all about."
Imtenan Cinnamon Tea - 18 Tea Bag,Imtenan,45.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf2/ha5/14675955154974/552668_main.jpg_200Wx200H,Imtenan Cinnamon Tea - 18 Tea Bag,https://cdnprod.mafretailproxy.com/sys-master-root/h23/h9c/14675955417118/552668_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/infusions-herbal/imtenan-cinnamon-tea-18tb/p/552668,552668,18 Pieces,Carrefour,Egypt,Beverages,Tea,"Cinnamon Ginger Tea is a 100% natural herbal tea composed of organic ginger roots, organic cinnamon bark, clove buds and galangal rihzomes - an Indian burner spice mix","Cinnamon Ginger Tea is a 100% natural herbal tea composed of organic ginger roots, organic cinnamon bark, clove buds and galangal rihzomes - an Indian burner spice mix"
Haj Arafa Honey with Black Seed - 500 gram,,116.3,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/h91/50042229719070/200Wx200H_611909_main.jpg,Haj Arafa Honey with Black Seed - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h46/h99/50042229981214/1700Wx1700H_611909_main.jpg,https://www.carrefouregypt.com/mafegy/en/black-honey/hajarafa-honey-black-seed-500g/p/611909,611909,,Carrefour,,Food Cupboard,"Jams, Honey & Spreads",,
Ahlawy Wafer with Chocolate - 23 gram - 12 Pieces,Americana,36.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h6e/49899369234462/200Wx200H_615228_main.jpg,Ahlawy Wafer with Chocolate - 23 gram - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/h8e/h66/49899369496606/1700Wx1700H_615228_main.jpg,https://www.carrefouregypt.com/mafegy/en/wafers/ahlawy-wafer-chocolate-23g-12/p/615228,615228,,Carrefour,,Food Cupboard,"Biscuits, Crackers & Cakes",,
