Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Atyab Chicken Nuggets - 400 gram,Atyab,95.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8c/h83/14773438644254/278780_main.jpg_200Wx200H,Atyab Chicken Nuggets - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hcd/h7f/14773438775326/278780_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/chicken-nuggets/atyab-chicken-nuggets-400g/p/278780,278780,400g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"Formed, coated with breadcrumbs, frozen and ready-to-cook chicken nugget made with minced boneless and skinless chicken breast meat.
This can be a perfect addition to your evening snack.
Enjoy the delicious taste with your family or friends.","The Atyab chicken nuggets is made from 100 percent original chicken.
This chicken nuggets are great addition to your family dinner.
Formed, coated with breadcrumbs, frozen and ready-to-cook chicken nugget made with minced boneless and skinless chicken breast meat.
This can be a perfect addition to your evening snack.
Enjoy the delicious taste with your family or friends."
Chicketita Spicy Chicken Strips - 1 kg,Chicketita,185,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc8/h29/26549672181790/480001_main.jpg_200Wx200H,Chicketita Spicy Chicken Strips - 1 kg,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/h1f/26549672443934/480001_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/ready-to-fry/chicketita-chicken-strips-spicy-1k/p/480001,480001,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Atyab Chicken Strips - 500 gram,Atyab,120.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1c/hb9/14773449719838/289255_main.jpg_200Wx200H,Atyab Chicken Strips - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hee/hbc/14773449850910/289255_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/ready-to-fry/atyab-chicken-strips-500g/p/289255,289255,500g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"It is prepared from the tender chicken meat that is filled with rich protein and nutrients.
You can serve this delicacy to your guests on occasions like a family reunion and get together.
Also, it can be enjoyed with the sauce of your choice for a delightful meal.","Enjoy the delicious and tasty bite of the Atyab spicy chicken strips.
It is prepared from the tender chicken meat that is filled with rich protein and nutrients.
You can serve this delicacy to your guests on occasions like a family reunion and get together.
Also, it can be enjoyed with the sauce of your choice for a delightful meal."
Atyab Beef Burger - 1.5 Kg,Atyab,349.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h69/h40/14773450211358/323331_main.jpg_200Wx200H,Atyab Beef Burger - 1.5 Kg,https://cdnprod.mafretailproxy.com/sys-master-root/haa/h3c/14773450342430/323331_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/beef-burger/atyab-beef-burger-1-5k/p/323331,323331,1.5kg,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"Boasting of a classic taste, Atyab beef burgers is a must-add to your snack cart.
Crispy on the outside and tender inside, these perfectly-shaped burgers are easy to use and make up for a great mini-meal or a filling snack.","The Atyab beef burger is incredibly tasty and delicious.
The tender and chewy meat coupled with other condiments make it a very filling meal.
Boasting of a classic taste, Atyab beef burgers is a must-add to your snack cart.
Crispy on the outside and tender inside, these perfectly-shaped burgers are easy to use and make up for a great mini-meal or a filling snack."
Atyab Fun Chicken Nuggets - 400 gram,Atyab,95.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h83/h6d/14818544680990/449172_main.jpg_200Wx200H,Atyab Fun Chicken Nuggets - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h40/h74/14818544877598/449172_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/chicken-nuggets/atyab-fun-nuggets-400g/p/449172,449172,400g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"The composition of rich spices and ingredients offers a great taste.
Ideal snack for you and your family.
Delicious addition your party menu.
Prepared from rich spices and ingredients that offer great taste.
Can be enjoyed with the choice of your sauce.","The Atyab fun nuggets make your snack breaks more delightful.
These nuggets have unique shapes that surely attracts the attention of cute little one and make the snacking experience fun-filled.
The composition of rich spices and ingredients offers a great taste.
Ideal snack for you and your family.
Delicious addition your party menu.
Prepared from rich spices and ingredients that offer great taste.
Can be enjoyed with the choice of your sauce."
Almarai Beef Hot Dog - 900 gram,Almarai,170,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h94/15054965080094/151836_main.jpg_200Wx200H,Almarai Beef Hot Dog - 900 gram,https://cdnprod.mafretailproxy.com/sys-master-root/had/h8e/15054965211166/151836_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/sausages-hot-dogs/al-marai-beef-hotdog-900g/p/151836,151836,900g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"Almarai beef hot dogs are foods consist of a grilled or steamed sausage served in the slit of a partially sliced bun.
Delicious treat in every bite.
Depending on your choice of food, you can prepare the gravy or sauce and simply cook the beef in it.
These Almarai hot dogs made from beef are a pure satisfaction to your meat cravings.","Perfect for a family barbecue, these tasty beef sausages will make a hot dog that everyone will remember.
This is ideal for home cooking and consumption and could make for a great picnic lunch idea too.
Almarai beef hot dogs are foods consist of a grilled or steamed sausage served in the slit of a partially sliced bun.
Delicious treat in every bite.
Depending on your choice of food, you can prepare the gravy or sauce and simply cook the beef in it.
These Almarai hot dogs made from beef are a pure satisfaction to your meat cravings."
Koki Crunchy Chicken Pane Breasts - 1kg,Koki,163.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/h4d/15023318433822/487652_main.jpg_200Wx200H,Koki Crunchy Chicken Pane Breasts - 1kg,https://cdnprod.mafretailproxy.com/sys-master-root/h94/h51/15023318564894/487652_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/chicken-breaded-filet/koki-chicken-panne-s-tawfeer-1-kg/p/487652,487652,1kg,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"It makes a perfect addition to the party menu as a starter.
Also, you can serve this crispy pane to your guests on occasions like a family reunion and get together.
It makes a perfect addition to the party menu as a starter.
Also, you can serve this crispy pane to your guests on occasions like a family reunion and get together.","Satisfy your food cravings with the Koki Chicken Pane.
The crispy chicken pane can be served or enjoyed with the choice of your sauce.
It makes a perfect addition to the party menu as a starter.
Also, you can serve this crispy pane to your guests on occasions like a family reunion and get together.
It makes a perfect addition to the party menu as a starter.
Also, you can serve this crispy pane to your guests on occasions like a family reunion and get together."
Basma Frozen Vegetables Mix for Soup - 400 gram,Basma,10.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h68/he6/14623555289118/11685_main.jpg_200Wx200H,Basma Frozen Vegetables Mix for Soup - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h46/he0/14623555420190/11685_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/frozen-vegetables/basma-vegetables-soup-400g/p/11685,11685,400g,Carrefour,Egypt,Frozen Food,Frozen Fruits & Vegetables,"Which helps retain its nutritional balance and taste.
Use this mixture to create a wholesome soup or create a fresh, fulfilling salad.","It is sourced from the finest premium quality vegetable produce, which helps retain its nutritional balance and taste.
Use this mixture to create a wholesome soup or create a fresh, fulfilling salad."
Basma Frozen Green Okra Extra - 400 gram,Basma,30.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/h80/14623556141086/11657_main.jpg_200Wx200H,Basma Frozen Green Okra Extra - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hbe/h7c/14623556272158/11657_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/okra/basma-okra-extra-400g/p/11657,11657,400g,Carrefour,Egypt,Frozen Food,Frozen Fruits & Vegetables,"With premium quality preservation of carefully selected green okra, you get high quality ingredients whenever you need them.
It is frozen form is easy to store and does not require a lot of monitoring.","Enjoy cooking delicacies without focusing on the seasonal availability with the frozen green okra.
With premium quality preservation of carefully selected green okra, you get high quality ingredients whenever you need them.
It is frozen form is easy to store and does not require a lot of monitoring."
Chicketita Chicken Nuggets - 1 kg,Chicketita,109,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/ha6/16377242877982/455422_main.jpg_200Wx200H,Chicketita Chicken Nuggets - 1 kg,https://cdnprod.mafretailproxy.com/sys-master-root/hdc/hf7/16377243140126/455422_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/chicken-nuggets/shicketita-chicken-nuggets-1k/p/455422,455422,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Atyab Chicken Pne Crispy - 2 Kg,Atyab,403.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4a/h41/14773451915294/371155_main.jpg_200Wx200H,Atyab Chicken Pne Crispy - 2 Kg,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/h8c/14773452046366/371155_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/chicken-breaded-filet/atyab-chicken-pne-crispy-2k/p/371155,371155,2kg,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"You can serve this crispy pane to your guests on occasions like a family reunion and get together.
Features blend of rich spices and ingredients that offers a great taste.
Filled with the goodness of protein that promotes healthy growth.
Serves as an ideal snack to fulfil your hunger pangs.
Perfect addition to your party meal menu.","Satisfy your food cravings with the Atyab chicken pane.
The crispy chicken pane can be served or enjoyed with the choice of your sauce.
It makes a perfect addition to the party menu as a starter.
Also, you can serve this crispy pane to your guests on occasions like a family reunion and get together.
Features blend of rich spices and ingredients that offers a great taste.
Filled with the goodness of protein that promotes healthy growth.
Serves as an ideal snack to fulfil your hunger pangs.
Perfect addition to your party meal menu."
Shahd Chicken Filet - 800 gram,Shahd,186,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h89/h1d/50270986862622/200Wx200H_554958_main.jpg,Shahd Chicken Filet - 800 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hf2/h6b/50270987059230/1700Wx1700H_554958_main.jpg,https://www.carrefouregypt.com/mafegy/en/chicken-breaded-filet/shahd-chicken-filet-800-g/p/554958,554958,800g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart.","Shahd Chicken Filet is a lean meat with various health benefits.
Packed with nutritional values, chicken is supremely advantageous for your body.
Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart."
Shahd Chicken Fillet Spicy - 800 gram,Shahd,186,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h28/h79/50270987419678/200Wx200H_554959_main.jpg,Shahd Chicken Fillet Spicy - 800 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h7c/50270987550750/1700Wx1700H_554959_main.jpg,https://www.carrefouregypt.com/mafegy/en/chicken-breaded-filet/shahd-chicken-filet-spicy-800-g/p/554959,554959,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Givrex Frozen Peas &amp; Carrots - 400 gram,Givrex,25.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h90/he6/14623550767134/12156_main.jpg_200Wx200H,Givrex Frozen Peas &amp; Carrots - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hc0/hdf/14623550963742/12156_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/green-peas/givrex-peas-carrots-400g/p/12156,12156,400g,Carrefour,Egypt,Frozen Food,Frozen Fruits & Vegetables,"The frozen peas will add a lovely taste to your peas pulao, matar paneer or aloo matar.
A typical North Indian dish will be incomplete without a touch of green matar or peas.","Givrex Frozen Peas And Carrots are not only known for their amazing taste, but because they are processed under hygienic conditions, you can eat them at any time of the year.
The frozen peas will add a lovely taste to your peas pulao, matar paneer or aloo matar.
A typical North Indian dish will be incomplete without a touch of green matar or peas."
Koki Beef Kofta - 900 gram,Koki,140.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbd/hab/14773444837406/488683_main.jpg_200Wx200H,Koki Beef Kofta - 900 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/haf/14773444968478/488683_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/kofta/koki-beef-kofta-900g/p/488683,488683,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Basma Frozen Half Chickpeas Falafel - 400 Gram,Basma,24.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha2/h2a/14623633440798/283632_main.jpg_200Wx200H,Basma Frozen Half Chickpeas Falafel - 400 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/hd4/h20/14623633702942/283632_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/falafel/basma-falafel-wz-homos-400g/p/283632,283632,400g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"With premium-quality preservation of carefully selected chickpeas to prepare the falafels, you get high-quality ingredients whenever you need them.
Its frozen form is easy to store and does not require a lot of monitoring.","Enjoy cooking delicacies without focusing on the seasonal availability with the Basma half fried falafel chickpeas.
With premium-quality preservation of carefully selected chickpeas to prepare the falafels, you get high-quality ingredients whenever you need them.
Its frozen form is easy to store and does not require a lot of monitoring."
Americana Beef Burger - 30 Pieces,Americana,112.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/h94/14773436055582/118663_main.jpg_200Wx200H,Americana Beef Burger - 30 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/h3c/h98/14773436186654/118663_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/beef-burger/americana-beef-burger-30p/p/118663,118663,30 Pieces,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"Boasting of a classic taste, Americana beef burgers is a must-add to your snack cart.
Crispy on the outside and tender inside, these perfectly-shaped burgers are easy to use and make up for a great mini-meal or a filling snack.","The Americana beef burger is incredibly tasty and delicious.
The tender and chewy meat coupled with other condiments make it a very filling meal.
Boasting of a classic taste, Americana beef burgers is a must-add to your snack cart.
Crispy on the outside and tender inside, these perfectly-shaped burgers are easy to use and make up for a great mini-meal or a filling snack."
Shahd Spicy Chicken Pane - 1 Kg,Shahd,170,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h10/h17/50270986698782/200Wx200H_558888_main.jpg,Shahd Spicy Chicken Pane - 1 Kg,https://cdnprod.mafretailproxy.com/sys-master-root/h1f/h1d/50270986829854/1700Wx1700H_558888_main.jpg,https://www.carrefouregypt.com/mafegy/en/chicken-breast-/shahd-spicy-pane-1000g/p/558888,558888,1kg,Carrefour,Egypt,Frozen Food,Frozen Meat & Poultry,"Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart.","Shahd Spicy Pane Chicken is a lean meat with various health benefits.
Packed with nutritional values, chicken is supremely advantageous for your body.
Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart."
Koki Beef Burger - 20 Pieces - 1000 gram,Koki,194.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2e/ha1/14773444509726/488680_main.jpg_200Wx200H,Koki Beef Burger - 20 Pieces - 1000 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h00/ha5/14773444640798/488680_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/beef-burger/koki-beef-burger-20p-1000g/p/488680,488680,1000g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"The tender and chewy meat coupled with other condiments make it a very filling meal.
Perfect to share with family and friends.
Its great in taste.","The Koki Beef Burger is incredibly tasty and delicious.
The tender and chewy meat coupled with other condiments make it a very filling meal.
Perfect to share with family and friends.
Its great in taste."
Koki Beef Oriental Sausages - 900 Gm,Koki,169.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h57/ha5/14773444673566/488685_main.jpg_200Wx200H,Koki Beef Oriental Sausages - 900 Gm,https://cdnprod.mafretailproxy.com/sys-master-root/h66/hab/14773444804638/488685_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/sausages-hot-dogs/koki-beef-oriental-sausages-900g/p/488685,488685,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Farm Fresh Peas And  Carrots - 400g Gram,Farm fresh,15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/h7e/14623585009694/310898_main.jpg_200Wx200H,Farm Fresh Peas And  Carrots - 400g Gram,https://cdnprod.mafretailproxy.com/sys-master-root/h05/h78/14623585206302/310898_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/green-peas/farm-fresh-peas-carrots-400g/p/310898,310898,400g,Carrefour,Egypt,Frozen Food,Frozen Fruits & Vegetables,"Whereas carrots offer you various nutrients such as fiber, vitamin k1, and potassium, and are weight-loss friendly.
Decked with fresh ingredients to keep you healthy, happy and strong.
Loaded with goodness and taste makes it a conventional food.
Infused with nutrients and minerals for vital support.","Farm Fresh peas and diced carrots are a healthy delicacy that provide a host of health benefit.
Farm Fresh peas offer you vital antioxidants that promote better digestive health and blood circulation, whereas carrots offer you various nutrients such as fiber, vitamin k1, and potassium, and are weight-loss friendly.
Decked with fresh ingredients to keep you healthy, happy and strong.
Loaded with goodness and taste makes it a conventional food.
Infused with nutrients and minerals for vital support."
Shahd Chicken Strips - 750 gram,Shahd,185.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc2/h72/50270987255838/200Wx200H_554962_main.jpg,Shahd Chicken Strips - 750 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h81/h76/50270987386910/1700Wx1700H_554962_main.jpg,https://www.carrefouregypt.com/mafegy/en/chicken-breaded-filet/shahd-chicken-strips-750-g/p/554962,554962,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Shahd Frozen Whole Chicken - 1000-1100 gm,Shahd,148.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9a/h76/10794743496734/226635_main.jpg_200Wx200H,Shahd Frozen Whole Chicken - 1000-1100 gm,https://cdnprod.mafretailproxy.com/sys-master-root/h12/h80/10794743726110/226635_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/whole-chicken/shahd-whole-chicken-1000-1100g/p/226635,226635,1000/1100g,Carrefour,Egypt,Frozen Food,Frozen Meat & Poultry,"Eating chicken can help strengthen muscles and promote healthy bones, thereby reducing the risk of injuries and diseases such as osteoporosis.","The lean protein in chicken is an excellent source of amino acids.
Our body uses amino acids to build muscle tissue, which is especially important as we age.
Studies have also shown that high protein intake helps maintain bone mineral density.
Eating chicken can help strengthen muscles and promote healthy bones, thereby reducing the risk of injuries and diseases such as osteoporosis."
Atyab Oriental Sausages - 900 gram,Atyab,191.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haf/h2a/14773447295006/332193_main.jpg_200Wx200H,Atyab Oriental Sausages - 900 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hdf/h23/14773447491614/332193_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/sausages-hot-dogs/atyab-oriental-sausage-900g/p/332193,332193,900g,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,"This ready-to-eat sausage is filled with rich nutritive values that promote healthy growth.
You can enjoy this snack with the choice of your sauce.","Prepare delicious and juicy burgers, pizzas, and sandwiches with the Atyab oriental sausages.
This ready-to-eat sausage is filled with rich nutritive values that promote healthy growth.
You can enjoy this snack with the choice of your sauce."
Shahd Fried Whole Chicken - Spicy - 12 Pieces,Shahd,177,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/h56/50270990041118/200Wx200H_577330_main.jpg,Shahd Fried Whole Chicken - Spicy - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hb9/h5a/50270990172190/1700Wx1700H_577330_main.jpg,https://www.carrefouregypt.com/mafegy/en/ready-to-fry/shahd-fried-whole-chicken-spicy-12p/p/577330,577330,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Al Zahar Extra Fillo - 500 gram,Al Zahar,30.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/h7a/48865592508446/200Wx200H_597466_main.jpg,Al Zahar Extra Fillo - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h84/h82/48865592770590/1700Wx1700H_597466_main.jpg,https://www.carrefouregypt.com/mafegy/en/sambousak-spring-rolls/al-zahar-extra-fillo-500-g/p/597466,597466,,Carrefour,Egypt,Frozen Food,Ready Meals & Appetizers,,
Juhayna Full Cream Milk - 1.5 Liter,Juhayna,59.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/had/hfd/10065480450078/12719_main.jpg_200Wx200H,Juhayna Full Cream Milk - 1.5 Liter,https://cdnprod.mafretailproxy.com/sys-master-root/h95/hfb/10065480646686/12719_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/juhayna-full-cream-milk-1-5l/p/12719,12719,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Rich in nutrients milk supports a healthy lifestyle
Suitable for consuming on its own or with other meals
Excellent addition to your healthy diet
Available for direct consumption from the pack","Energize your every morning with the Juhayna Full Cream Milk. It is an excellent addition to your healthy diet, whose every sip is stacked with pure delight and pleasure.
This milk is a rich source of calcium and protein that not only promotes healthy wellbeing but also balances out your diet. Also, it can be enjoyed on its own or by using it with other meals."
Crystal Mixed Butter - 1Kg,Crystal,82.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfd/hf0/11095059038238/469285_main.jpg_200Wx200H,Crystal Mixed Butter - 1Kg,https://cdnprod.mafretailproxy.com/sys-master-root/hcd/hf7/11095059234846/469285_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/mixed-butter/crystal-mixed-butter-1k/p/469285,469285,1kg,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"This smooth creamy chunk from the house of crystal can be added to sauce, gravy and baked products.
butter is filled with nutrients and is a powerful anti-oxidant.
Butter improves heart health, reduces intestinal conditions, improves thyroid etc.","Crystal mixed butter is a delicious bread spread, an essential ingredient of baking and a known enhancer for many food items.
This smooth creamy chunk from the house of crystal can be added to sauce, gravy and baked products.
butter is filled with nutrients and is a powerful anti-oxidant.
Butter improves heart health, reduces intestinal conditions, improves thyroid etc."
Juhayna Full Cream Milk - 1 Liter,Juhayna,41.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h14/h62/13688602230814/12721_main.jpg_200Wx200H,Juhayna Full Cream Milk - 1 Liter,https://cdnprod.mafretailproxy.com/sys-master-root/h55/h5e/13688602361886/12721_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/juhayna-full-cream-milk-1l/p/12721,12721,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Rich in nutrients milk supports a healthy lifestyle
Suitable for consuming on its own or with other meals
Excellent addition to your healthy diet","Energize your every morning with the Juhayna Full Cream Milk. It is an excellent addition to your healthy diet, whose every sip is stacked with pure delight and pleasure.
This milk is a rich source of calcium and protein that not only promotes healthy wellbeing but also balances out your diet. Also, it can be enjoyed on its own or by using it with other meals."
Bekhero Full Cream Milk - 1 Liter,Bekhero,30.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf0/hcd/26626488041502/181144_main.jpg_200Wx200H,Bekhero Full Cream Milk - 1 Liter,https://cdnprod.mafretailproxy.com/sys-master-root/haf/hd1/26626488172574/181144_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/bekhero-full-cream-milk-pouch-1l/p/181144,181144,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Thick texture helps in preparing delicious curds
Excellent component of portion-controlled diets
Suitable for having with a variety of dishes
Packed with calcium and protein for strengthening bones and muscles",Bekhero milk is created using state-of-the-art technologies and high-quality ingredients that effectively maintain the nutritional value of liquid milk.
Dina Farms Soft White Cheese - 450 gram,Dina Farms,76.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9f/hb2/47699723747358/200Wx200H_581208_main.jpg,Dina Farms Soft White Cheese - 450 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h6f/hb9/47699723943966/1700Wx1700H_581208_main.jpg,https://www.carrefouregypt.com/mafegy/en/feta-white-cheese/dina-farms-soft-white-cheese-450-g/p/581208,581208,450g,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"This is a mild natural cheddar with good melt characteristics.
its yummy and authentic range of cheeses that are yummy and delectable to the palate and come in a wide variety of different and unique flavours which add a zing of zest and tang to any dish that you add them to.
Its smooth and creamy texture will leave you mesmerised and will enchant you in every bite.","Dina Farms Soft White Cheese fresh flavour and great taste.
Also, it provides an extra rich look to the finished product.
This is a mild natural cheddar with good melt characteristics.
its yummy and authentic range of cheeses that are yummy and delectable to the palate and come in a wide variety of different and unique flavours which add a zing of zest and tang to any dish that you add them to.
Its smooth and creamy texture will leave you mesmerised and will enchant you in every bite."
Almarai Full Cream Milk - 1 Liter,Almarai,42,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/h4d/30871899471902/310889_main.jpg_200Wx200H,Almarai Full Cream Milk - 1 Liter,https://cdnprod.mafretailproxy.com/sys-master-root/he4/h47/30871899602974/310889_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/almarai-full-cream-milk-1l/p/310889,310889,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"The high calcium content makes the bones and teeth strong and healthy.
You can still enjoy this drink if you are on a calories-count diet.
Just drink it in a moderate amount.","Almarai Full fat milk comes with a high nutritious value that has lots of health benefits.
The high calcium content makes the bones and teeth strong and healthy.
You can still enjoy this drink if you are on a calories-count diet.
Just drink it in a moderate amount."
Lamar Full Cream Milk - 1 Liter,Lamar,38.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hda/h83/32729600524318/362475_main.jpg_200Wx200H,Lamar Full Cream Milk - 1 Liter,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/h80/32729600655390/362475_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/full-cream-milk/lamar-full-cream-milk-1l/p/362475,362475,1L,Carrefour,Egypt,Fresh Food,Dairy & Eggs,"Its full cream content and bountiful taste also makes it suitable for a wide range of usage in the kitchen, it is popularly used in the preparation of sweets, curd, tea, coffee etc.
Or can even be consumed directly.","Lamar full cream milk naturally procured and rich in vital nutrient makes it just right for the health and growth of children.
Its full cream content and bountiful taste also makes it suitable for a wide range of usage in the kitchen, it is popularly used in the preparation of sweets, curd, tea, coffee etc.
Or can even be consumed directly."
Romy Batarekh Cheese,Carrefour,269.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/hd1/13207476240414/323520_main.jpg_200Wx200H,Romy Batarekh Cheese,https://cdnprod.mafretailproxy.com/sys-master-root/h34/hce/13207476371486/323520_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/egyptian-cheese/romy-batarekh-cheese/p/323520,323520,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
Almarai Natural Yogurt - 105 - Pack of 9+3,Almarai,63.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/hb7/48220800679966/200Wx200H_468738_main.jpg,Almarai Natural Yogurt - 105 - Pack of 9+3,https://cdnprod.mafretailproxy.com/sys-master-root/he5/hb0/48220800811038/1700Wx1700H_468738_main.jpg,https://www.carrefouregypt.com/mafegy/en/plain-yogurt/almarai-natural-yoghurt-105g-9-3/p/468738,468738,,Carrefour,Egypt,Fresh Food,Dairy & Eggs,,
